Customer_ID,Age,Gender,Membership_Type,Credit_Card_Open_Date,Credit_Card_Closed_Date,Credit_Card_Limit,Credit_Card_APR
77520,37,Male,Prime,2025-12-15,2026-07-17,142000,29.97
29761,58,Female,Prime,2022-07-26,,173000,33.11
89244,41,Male,Non-Prime,2026-02-07,,276000,33.57
15214,35,Female,Prime,2022-12-16,,126000,30.3
85263,55,Male,Prime,,,,
79494,19,Male,Non-Prime,2024-08-18,,199000,29.25
85746,43,Male,Non-Prime,2024-09-01,,155000,33.54
40895,35,Female,Prime,2024-03-07,,214000,29.97
10242,60,Female,Non-Prime,2022-08-07,,190000,29.2
49186,47,Female,Prime,2023-11-25,,187000,34.58
75388,42,Male,Prime,2026-05-19,,122000,30.96
94906,43,Male,Prime,2022-12-09,,128000,32.5
94833,41,Female,Prime,2022-03-30,,264000,33.66
34566,33,Male,Non-Prime,,,,
82598,59,Male,Prime,2024-10-16,,147000,31.95
30638,33,Male,Prime,2025-11-10,,123000,30.6
41095,39,Female,Non-Prime,2022-08-25,,111000,34.43
52490,42,Male,Non-Prime,2022-11-22,,222000,28.93
26512,43,Male,Prime,2023-03-27,,243000,34.19
16479,35,Female,Non-Prime,,,,
55919,32,Male,Prime,2023-07-04,,236000,32
18073,21,Male,Prime,,,,
10680,39,Female,Prime,2024-12-06,,287000,29.02
97909,25,Male,Prime,2025-11-24,,113000,31.1
75912,28,Male,Non-Prime,2024-01-17,,138000,33.49
50853,36,Male,Non-Prime,2023-05-03,,114000,33.22
74297,53,Male,Non-Prime,,,,
73686,22,Female,Prime,2022-10-13,,259000,34.95
54279,30,Male,Prime,,,,
67695,55,Male,Non-Prime,,,,
23002,33,Male,Prime,2022-07-03,,155000,29.35
18466,55,Male,Prime,2025-08-22,,160000,31.25
47001,42,Male,Prime,2022-03-30,,212000,33.91
28820,53,Female,Prime,2022-10-16,,152000,31.21
43250,48,Male,Prime,2025-05-10,,115000,30.35
63201,39,Female,Prime,,,,
83629,48,Female,Prime,2022-07-02,,160000,32.55
10150,42,Male,Prime,,,,
42865,40,Male,Prime,2023-02-17,,126000,31.84
66581,42,Male,Prime,2025-07-23,,261000,34.77
67528,32,Male,Prime,,,,
13375,44,Male,Prime,2024-01-25,,280000,34.05
80468,23,Male,Non-Prime,,,,
45221,23,Male,Prime,2021-12-23,,288000,33.67
31651,50,Male,Non-Prime,,,,
40823,35,Female,Non-Prime,2025-10-09,2025-11-12,215000,32.36
33924,42,Male,Non-Prime,2023-08-23,,287000,33.1
35405,22,Female,Non-Prime,2023-03-03,,165000,34.71
75981,44,Male,Non-Prime,2023-05-11,,173000,30.63
42372,52,Male,Non-Prime,,,,
96203,25,Male,Non-Prime,2021-09-07,,218000,34.29
22079,53,Female,Prime,,,,
27502,59,Male,Non-Prime,2023-01-03,,255000,34.12
70932,19,Female,Non-Prime,2022-04-16,,130000,32.33
52688,40,Male,Prime,2025-05-15,,189000,33.18
94813,37,Male,Non-Prime,2026-05-02,,135000,28.09
45698,39,Male,Non-Prime,2022-05-12,,232000,30.38
53892,58,Male,Prime,2025-08-02,,132000,33.39
77056,34,Female,Prime,2025-04-09,,281000,30.83
43925,44,Male,Prime,2025-12-26,,146000,30.54
78504,37,Male,Non-Prime,2022-01-22,,158000,34.66
85694,48,Male,Prime,2024-08-30,,270000,31.87
31619,18,Male,Non-Prime,2025-09-03,,192000,29.35
19556,31,Female,Prime,2024-12-24,,105000,31.31
99232,21,Male,Prime,2024-03-19,,199000,31.63
48470,38,Male,Non-Prime,,,,
53916,52,Female,Prime,2024-05-05,2025-12-09,297000,33.03
17737,40,Female,Non-Prime,2022-06-03,,218000,31.64
10696,24,Male,Non-Prime,2024-02-06,,151000,31.02
82098,50,Male,Prime,2025-02-03,2025-10-22,213000,34.41
31163,32,Male,Non-Prime,2026-07-23,2026-07-27,115000,32.52
39078,20,Male,Prime,,,,
50196,22,Female,Prime,2023-03-27,2025-01-15,285000,31.25
19580,34,Female,Prime,2025-06-19,2026-03-23,275000,29.95
49556,23,Male,Non-Prime,2022-02-14,,168000,34.72
70367,52,Male,Non-Prime,2025-04-17,2025-04-18,165000,32.91
49281,21,Male,Prime,2024-06-01,,107000,30.75
53256,31,Male,Prime,2024-07-18,2025-02-21,230000,29.28
86550,27,Female,Non-Prime,2023-02-26,,207000,29.24
65999,58,Male,Prime,2022-06-13,,192000,31.34
94596,44,Male,Prime,2024-07-23,2025-06-02,282000,31.27
88760,42,Male,Non-Prime,2026-03-17,,134000,30.92
54556,36,Male,Prime,2024-12-25,,102000,33.96
28333,40,Male,Prime,2021-09-02,2025-01-16,115000,34.85
17949,32,Male,Non-Prime,2024-09-02,,145000,30.48
64217,41,Male,Prime,2024-04-10,,107000,30.06
55574,32,Male,Non-Prime,2024-06-15,2026-01-22,201000,33.39
73480,45,Male,Prime,2024-04-22,,163000,31.15
16648,36,Male,Prime,2026-05-13,,136000,29.52
30356,34,Female,Non-Prime,2023-09-23,,250000,29.27
99653,53,Female,Prime,2023-04-24,,141000,29.96
66681,38,Male,Non-Prime,2023-11-02,,238000,28.01
43437,28,Female,Non-Prime,2022-11-17,,170000,34.59
50261,23,Male,Non-Prime,2022-05-08,,202000,31.01
79492,35,Male,Non-Prime,,,,
83183,35,Female,Non-Prime,2024-01-20,2025-11-04,107000,29.15
78628,42,Male,Prime,2023-11-03,,200000,30.26
15095,32,Male,Prime,2025-07-15,,271000,31.86
54096,27,Male,Non-Prime,2022-04-23,,218000,32.93
14818,31,Female,Non-Prime,2023-08-26,,155000,30.15
54937,54,Male,Prime,2022-06-07,,180000,34.7
78236,27,Male,Prime,,,,
22319,43,Male,Non-Prime,2025-07-04,,278000,33.78
45012,42,Male,Non-Prime,2023-02-01,,108000,30.27
51517,37,Male,Prime,2026-06-25,,114000,30.67
27598,51,Male,Prime,2025-01-26,,165000,31.77
17829,22,Male,Prime,2025-02-05,2025-03-12,147000,31.16
16456,23,Male,Prime,2022-08-28,,153000,29.82
77465,27,Male,Prime,2026-07-25,2026-08-04,144000,34.98
22896,32,Male,Prime,2026-06-26,,139000,33.94
27808,36,Male,Prime,2024-11-30,,126000,29.67
21210,58,Male,Prime,2026-03-01,,287000,34.25
82648,19,Male,Non-Prime,,,,
54157,21,Female,Non-Prime,2024-07-01,,141000,28.09
14129,44,Male,Prime,2025-08-27,2026-05-16,149000,30.42
43963,54,Male,Prime,2023-05-27,,287000,28.18
98672,60,Male,Non-Prime,2025-10-22,,251000,28.61
73317,46,Male,Prime,2022-12-13,,258000,29.25
87645,44,Male,Prime,2024-11-02,2026-02-06,121000,31.39
18284,40,Male,Prime,2021-11-05,,267000,30.67
12885,44,Male,Prime,2024-01-08,2025-06-22,182000,29.04
21852,30,Male,Non-Prime,2023-06-01,,153000,30.76
98833,31,Male,Prime,2021-09-15,,215000,30.13
51197,57,Male,Non-Prime,2025-02-24,,264000,30.87
81068,39,Male,Non-Prime,2023-02-10,,256000,29.21
12359,32,Male,Prime,2026-07-21,2026-07-22,278000,32.27
64562,42,Male,Non-Prime,2024-12-22,,286000,28.31
28215,25,Male,Non-Prime,2026-01-30,,148000,30.72
48053,45,Male,Non-Prime,2023-04-19,,185000,34.26
75201,40,Male,Prime,2026-02-01,,103000,30.94
91808,36,Male,Prime,2025-07-10,2026-06-25,276000,31.09
55365,31,Male,Prime,2026-02-07,2026-05-02,131000,28.48
40315,36,Female,Prime,2026-03-27,,272000,32.24
57323,58,Male,Non-Prime,2022-09-28,,166000,34.55
68723,46,Male,Non-Prime,2021-09-22,2022-06-09,174000,30.04
65539,44,Male,Non-Prime,2024-12-05,,108000,30.75
69243,30,Male,Non-Prime,2023-09-01,,165000,32.12
21270,35,Female,Prime,2026-05-13,,278000,28.65
12432,36,Female,Non-Prime,2026-06-26,,105000,34.65
76618,20,Male,Non-Prime,2023-09-12,,181000,31.27
25277,55,Male,Prime,2023-05-27,2024-05-23,106000,28.81
37174,29,Female,Non-Prime,2022-01-24,,174000,30.35
25521,59,Male,Prime,2022-10-28,,135000,30.62
71528,23,Male,Prime,2026-03-28,,150000,30.42
34134,33,Male,Prime,2025-06-18,,276000,32.85
80529,41,Female,Prime,,,,
25520,50,Male,Non-Prime,2023-06-04,2025-01-02,155000,30.27
46216,41,Female,Prime,2022-04-28,2025-01-31,218000,30.25
95294,51,Male,Prime,2024-04-24,2025-03-02,128000,33.44
39141,43,Male,Non-Prime,2026-04-01,,152000,30.16
48969,46,Male,Non-Prime,2022-12-29,,209000,28.1
31504,51,Male,Non-Prime,2023-01-20,,148000,30.56
32920,18,Male,Non-Prime,2023-02-26,2025-12-08,236000,29.95
45563,44,Male,Prime,2023-03-17,2023-11-08,198000,34.36
92030,24,Female,Non-Prime,2025-03-09,2026-01-24,254000,31.35
52119,31,Male,Non-Prime,2023-02-19,,290000,29.64
91715,49,Female,Prime,2024-05-03,,123000,34.87
79342,28,Male,Prime,2022-03-30,,167000,29.73
66352,48,Female,Non-Prime,2024-04-08,2024-10-28,164000,33.34
63229,43,Male,Prime,2022-01-14,,130000,32.55
39804,46,Male,Non-Prime,2021-09-14,,262000,31.24
51960,19,Male,Prime,2022-05-08,,252000,30.84
60915,44,Male,Non-Prime,2025-03-31,,197000,34.11
18256,57,Male,Non-Prime,2024-10-10,,208000,31.33
13802,41,Female,Non-Prime,2023-10-04,2024-03-20,112000,30.63
30896,25,Male,Non-Prime,2022-06-28,,211000,30.48
23479,47,Male,Prime,2023-11-06,,258000,29.93
68440,40,Male,Prime,2026-06-10,,215000,30.86
72317,42,Female,Prime,,,,
32641,57,Female,Prime,2022-03-05,,234000,28.46
85967,42,Male,Prime,2024-04-05,,172000,31.79
49700,60,Male,Prime,2022-03-21,,209000,31.18
81169,37,Male,Non-Prime,2024-11-02,2026-02-23,198000,29.21
52657,44,Male,Prime,2023-10-15,,176000,28.75
35220,23,Female,Non-Prime,2021-12-21,,244000,29
63514,29,Male,Prime,2024-12-12,,277000,30.21
71967,23,Male,Prime,2022-12-29,,101000,31.16
87828,39,Male,Non-Prime,2025-01-28,,287000,29.35
90119,51,Male,Non-Prime,2022-02-26,,202000,33.29
40610,41,Female,Prime,2025-12-23,,240000,29.35
64037,52,Male,Prime,2026-01-31,,271000,28.87
97423,40,Male,Prime,,,,
89861,44,Male,Non-Prime,2025-07-31,2026-01-03,267000,31.13
27317,22,Female,Prime,2025-05-03,,136000,29.19
21168,43,Male,Prime,2022-01-16,,132000,34.26
49596,31,Male,Prime,2026-06-17,,231000,29.62
10651,27,Male,Prime,2025-01-18,,274000,34.48
56649,48,Female,Prime,2022-12-22,,278000,28.83
59418,27,Female,Prime,,,,
33330,43,Male,Prime,2023-07-31,,205000,29.29
16752,59,Male,Prime,2024-07-17,,166000,34.57
45852,45,Male,Non-Prime,,,,
79613,39,Male,Prime,,,,
56654,56,Male,Prime,2024-04-05,,249000,33.91
91448,26,Male,Non-Prime,2024-02-26,,206000,30.73
63399,33,Female,Prime,2021-10-29,,222000,33.13
68064,51,Male,Prime,,,,
89336,58,Male,Non-Prime,2023-03-23,,293000,33
52224,40,Female,Prime,2023-06-29,,214000,30.41
29253,39,Male,Non-Prime,2025-10-07,,288000,34.57
79411,41,Female,Non-Prime,2023-09-04,,102000,31.92
95532,33,Male,Prime,2023-09-30,,215000,28.54
84868,26,Male,Prime,,,,
46766,30,Male,Prime,2022-05-31,,249000,33.17
98235,35,Female,Non-Prime,2023-12-24,,281000,33.95
44401,42,Male,Prime,,,,
53230,24,Male,Non-Prime,2023-04-03,2026-04-14,100000,29.94
80164,54,Male,Non-Prime,2022-12-18,2023-03-01,194000,29.58
18332,29,Male,Prime,2024-04-26,,106000,31.96
75939,24,Male,Prime,,,,
40839,57,Female,Prime,2023-09-21,,144000,30.65
72006,37,Male,Prime,2022-07-27,,195000,32.4
35495,29,Male,Prime,2022-07-28,2026-05-20,112000,29.99
51032,31,Female,Prime,2025-10-02,,204000,30.63
83763,43,Male,Non-Prime,2023-01-18,2025-05-08,176000,30.52
71371,33,Male,Prime,2021-09-28,,109000,31.22
57549,56,Male,Non-Prime,,,,
32174,42,Male,Prime,2026-07-17,,178000,33.48
19869,35,Female,Prime,2026-02-02,,298000,32.66
12762,21,Male,Prime,2024-11-04,,142000,28.18
55008,23,Male,Non-Prime,2023-07-29,,209000,34.28
28849,23,Male,Non-Prime,2025-09-16,,297000,32.07
73823,21,Male,Non-Prime,2026-03-21,,258000,34.44
64121,21,Male,Prime,2022-02-16,2025-11-09,299000,34.75
63967,43,Male,Non-Prime,2025-10-22,,294000,31.27
64629,27,Male,Prime,2023-05-18,,198000,34.41
50467,49,Female,Prime,2026-03-05,,239000,30.56
24771,51,Male,Non-Prime,2023-05-29,,122000,29.82
84433,45,Male,Non-Prime,,,,
98556,33,Female,Prime,2025-06-27,,262000,31.16
78135,40,Female,Prime,2022-08-21,,201000,32.82
13096,43,Male,Prime,2025-03-25,2026-04-02,241000,34.84
93471,27,Male,Prime,2022-09-25,,249000,31.65
74620,41,Female,Non-Prime,2022-12-25,,151000,33.14
63470,22,Male,Non-Prime,2022-04-25,,275000,34.27
98066,24,Female,Non-Prime,2023-02-07,,192000,31.8
40012,19,Male,Non-Prime,,,,
95307,34,Male,Prime,2025-05-31,,273000,33.94
50678,22,Female,Non-Prime,2025-07-27,,184000,32.02
70882,47,Male,Prime,2022-05-22,2023-09-07,250000,33.31
32402,27,Female,Prime,2025-09-07,,210000,32.61
67010,52,Female,Non-Prime,2023-08-11,,176000,28.43
61931,53,Male,Non-Prime,2021-11-25,,262000,29.18
40882,37,Male,Prime,2024-09-04,2024-11-08,217000,30
17026,58,Male,Prime,2023-08-02,,178000,29.99
50371,36,Male,Non-Prime,2023-04-04,,122000,33.87
34263,40,Female,Non-Prime,2024-12-21,,279000,32.19
35082,30,Male,Prime,2022-03-23,,107000,28.58
30278,55,Male,Prime,2023-08-11,2025-02-01,273000,30.71
29850,20,Male,Prime,2023-10-27,2026-07-03,172000,31.89
90941,54,Male,Non-Prime,2025-05-30,,228000,29.76
30284,60,Male,Non-Prime,,,,
14938,42,Male,Prime,2022-12-12,,130000,30.66
99906,41,Female,Prime,2022-02-08,,213000,31.23
67057,38,Male,Non-Prime,2022-03-21,2025-05-12,253000,34.33
67406,41,Male,Prime,2022-08-26,2023-08-05,252000,34.36
19338,28,Female,Non-Prime,2023-04-21,2023-12-15,205000,31.5
84920,43,Male,Prime,2025-11-01,,225000,31.3
86986,39,Male,Non-Prime,2026-06-20,2026-07-15,252000,32.48
99500,25,Male,Prime,2026-01-17,2026-06-03,268000,29.81
66279,45,Male,Prime,,,,
74727,47,Male,Prime,2025-05-03,,171000,28.02
82449,44,Male,Non-Prime,2023-04-23,,299000,28.55
35179,42,Male,Prime,2021-10-07,2023-09-30,187000,29.25
55769,28,Female,Prime,2023-01-17,,105000,32.48
62650,22,Female,Prime,2024-04-11,,173000,29.49
17641,19,Female,Prime,2023-10-07,,126000,28.87
82310,43,Male,Prime,2026-05-24,,124000,32.31
84390,47,Male,Prime,,,,
71667,26,Male,Non-Prime,2024-03-19,,111000,28.42
37053,37,Male,Prime,,,,
30266,46,Male,Prime,2026-01-23,,115000,32.24
18842,48,Female,Prime,2021-11-29,,141000,30.78
15414,18,Male,Prime,2025-05-20,,119000,34.88
39106,59,Male,Prime,2023-10-24,,113000,28.07
67366,31,Female,Prime,2024-06-07,,154000,31.81
55526,46,Male,Prime,2025-05-18,,214000,29.12
96280,55,Male,Non-Prime,2024-02-13,,293000,30.31
55894,33,Male,Prime,2024-05-19,,275000,28.93
68729,40,Male,Non-Prime,2021-11-16,,275000,32.68
78190,44,Male,Prime,2023-06-08,,135000,30.81
67891,39,Male,Non-Prime,2022-07-14,,153000,34.9
11934,39,Male,Non-Prime,2024-01-10,2025-09-01,115000,32.58
60076,39,Male,Prime,,,,
76801,37,Male,Non-Prime,,,,
77247,29,Male,Prime,2021-10-18,,211000,30.23
44779,34,Male,Prime,2024-06-19,,150000,30.54
64369,24,Female,Non-Prime,2023-06-03,,149000,33.87
67185,39,Male,Prime,2025-07-27,,298000,29.48
96765,33,Male,Non-Prime,2023-08-21,,251000,34.63
71988,43,Male,Non-Prime,2022-01-14,2026-03-24,267000,28.31
48965,46,Male,Non-Prime,2025-05-10,,214000,34.23
19272,33,Male,Non-Prime,2025-01-02,,274000,31.16
84606,55,Male,Non-Prime,2026-06-06,,229000,31.68
32649,52,Male,Prime,2025-10-25,,289000,34.98
38292,52,Male,Non-Prime,2022-09-18,,156000,34.09
16819,29,Male,Prime,2022-01-24,,219000,34.33
82141,37,Male,Non-Prime,2025-11-25,,238000,32.1
99736,37,Male,Non-Prime,2024-06-22,,179000,34.69
29413,24,Female,Prime,2021-09-18,,276000,32.81
16891,36,Female,Non-Prime,2022-05-26,,296000,33.74
78533,52,Male,Prime,2025-07-27,,199000,33.05
31679,19,Male,Prime,2026-02-03,,178000,33.47
94788,60,Female,Non-Prime,2022-01-02,,194000,32.47
44166,31,Female,Prime,2026-07-23,2026-08-03,271000,33.08
85523,48,Female,Non-Prime,,,,
21644,45,Male,Non-Prime,2022-04-13,2024-05-23,109000,32.95
12101,58,Male,Prime,2025-03-24,2026-07-23,208000,29.94
72196,33,Female,Prime,2022-03-13,2025-09-19,103000,32.44
23622,36,Female,Non-Prime,2022-06-22,,256000,31.67
95470,59,Male,Prime,2025-12-24,,166000,34.29
57214,36,Male,Non-Prime,2023-01-13,2023-04-08,194000,32.71
68665,30,Male,Prime,2026-07-24,2026-07-29,260000,32.18
43206,22,Female,Non-Prime,2024-05-20,2026-01-12,109000,30.19
72392,59,Female,Prime,2025-04-26,,132000,34.04
97104,43,Male,Prime,,,,
85834,44,Male,Prime,2025-12-31,,146000,34.3
73323,22,Female,Non-Prime,,,,
78786,42,Male,Prime,,,,
12296,48,Female,Prime,2025-05-11,,265000,34.32
54740,19,Female,Prime,2026-03-15,,277000,30.28
18952,52,Male,Prime,2025-07-12,,287000,29.18
53850,54,Male,Prime,2024-08-15,2025-06-08,168000,30.23
83323,40,Male,Prime,,,,
12615,59,Male,Non-Prime,2023-06-18,,147000,33.27
12299,49,Female,Prime,2022-02-23,2022-12-22,266000,34.42
65764,38,Male,Prime,2024-06-21,,236000,30.09
30210,23,Female,Prime,2024-11-21,2026-04-03,147000,28.58
97352,34,Male,Prime,2024-05-19,2025-07-10,175000,31.94
22523,28,Male,Non-Prime,2025-05-17,,201000,31.38
69391,53,Male,Prime,2022-02-27,,206000,33.04
27298,34,Female,Prime,2023-08-13,,278000,31.8
58606,54,Male,Non-Prime,2025-04-19,,176000,30.78
83149,31,Female,Prime,2022-01-03,,282000,28.03
43614,56,Male,Prime,,,,
43327,25,Male,Non-Prime,2021-10-31,,249000,28.84
63449,39,Male,Prime,2024-07-01,,286000,34.45
10839,35,Female,Prime,,,,
91922,23,Male,Non-Prime,2023-01-27,,111000,33.63
18626,43,Male,Prime,2021-10-25,,141000,29.11
41540,43,Male,Prime,,,,
95200,41,Male,Non-Prime,2024-04-05,,186000,31.94
57286,39,Female,Non-Prime,2023-01-03,,228000,33.09
67161,39,Male,Non-Prime,2024-03-29,,289000,34.33
82796,45,Male,Prime,2023-06-18,,122000,34.26
54836,24,Male,Prime,2024-08-08,,190000,29.09
17981,30,Male,Non-Prime,2022-05-10,2022-09-22,138000,34.97
35501,56,Male,Prime,,,,
45127,46,Male,Prime,2025-09-14,,293000,33.88
18089,26,Male,Non-Prime,2021-12-31,,196000,32.11
93978,26,Male,Non-Prime,2022-03-17,,121000,32.75
90090,52,Male,Prime,,,,
18042,45,Male,Prime,2024-08-10,,239000,34.09
62582,44,Male,Prime,2023-08-04,2025-04-12,171000,32.46
15558,36,Male,Prime,,,,
15314,52,Male,Prime,2026-01-17,,295000,29.08
55629,42,Male,Non-Prime,2022-02-26,,212000,34.07
70478,43,Male,Non-Prime,2022-11-23,,213000,34.95
56774,57,Female,Non-Prime,2024-02-29,,160000,32.63
94894,46,Male,Prime,,,,
96210,39,Male,Prime,2026-03-05,,188000,29.54
16921,41,Female,Prime,2022-04-03,,160000,33.8
80811,21,Male,Prime,2023-12-18,,113000,29.18
10198,52,Male,Non-Prime,2022-04-12,,151000,31.61
81747,57,Female,Prime,2023-05-15,,140000,32.65
33907,47,Male,Prime,,,,
16205,40,Male,Non-Prime,2023-06-14,,220000,32.7
84154,49,Female,Prime,2022-12-01,,222000,30.25
69138,51,Female,Prime,2025-03-15,,178000,34.82
19801,19,Male,Prime,2025-12-08,,184000,28.05
47182,26,Male,Non-Prime,2024-01-20,2025-12-18,267000,32.35
24018,59,Male,Non-Prime,2026-04-24,2026-05-25,195000,34.06
97973,38,Male,Prime,2024-04-02,,298000,34.24
50474,33,Female,Non-Prime,2023-09-27,,188000,33.04
95485,32,Male,Non-Prime,2025-07-28,,230000,32.02
16793,45,Male,Non-Prime,2026-06-13,2026-06-21,110000,31.2
78686,28,Female,Non-Prime,2023-01-24,,231000,31.15
83986,36,Male,Prime,2022-02-15,,270000,30.98
58254,45,Male,Prime,2025-12-22,,288000,32.9
16875,28,Male,Prime,2025-11-27,,299000,33.12
45648,36,Male,Prime,2022-07-14,,156000,31.6
59146,42,Male,Non-Prime,2021-12-25,,215000,33.19
80684,40,Male,Prime,2022-04-07,,190000,31.7
89029,34,Female,Prime,2021-12-29,,213000,28.68
61246,47,Male,Prime,2022-06-24,2023-06-04,131000,33.96
17172,37,Male,Prime,2026-05-02,2026-06-15,271000,34.09
72568,51,Male,Prime,2022-03-23,,282000,29.87
12172,50,Male,Prime,2025-02-09,,190000,33.51
52909,52,Female,Prime,2023-01-15,2023-03-30,156000,31.58
86136,51,Male,Prime,2023-05-19,,128000,28.87
13586,45,Male,Prime,2024-12-27,,237000,30.79
62589,53,Female,Prime,2024-09-21,,162000,28.54
10561,50,Male,Non-Prime,2024-12-03,,282000,33.51
46608,54,Male,Non-Prime,2023-07-22,,234000,29.37
16559,58,Male,Prime,2023-08-31,2025-01-13,229000,29.15
68056,40,Male,Non-Prime,2022-06-01,,212000,29.46
20025,31,Female,Prime,2022-11-21,,109000,29.58
23542,39,Male,Non-Prime,2026-02-09,,286000,32.72
18721,27,Female,Non-Prime,2022-06-04,,226000,32.47
74455,33,Male,Prime,2025-09-16,,299000,28.91
83111,45,Male,Non-Prime,2021-11-04,,207000,33.07
25119,55,Male,Prime,2026-05-30,,242000,30.44
85793,35,Female,Non-Prime,2023-11-06,,111000,31.2
74394,40,Male,Prime,2024-10-29,,226000,28.87
51386,60,Male,Prime,2023-12-03,,253000,32.96
53174,29,Male,Non-Prime,2022-04-29,,256000,30.63
99425,39,Male,Prime,2024-07-10,,254000,32.42
68474,18,Male,Prime,,,,
44768,34,Female,Prime,2024-04-28,2026-04-08,295000,28.34
50778,48,Male,Non-Prime,2024-03-06,,299000,32.92
85926,40,Male,Non-Prime,2025-02-25,,115000,31.87
60118,56,Male,Non-Prime,2022-03-30,2022-12-11,287000,31.04
85309,18,Male,Prime,2025-06-17,,158000,29.41
72225,24,Female,Non-Prime,2022-05-28,2026-06-13,238000,32.37
51471,42,Male,Prime,2024-02-19,,168000,29.93
63627,24,Male,Non-Prime,2026-06-07,2026-06-30,294000,31
62416,58,Male,Prime,2024-05-04,2025-02-02,120000,28.4
70845,20,Male,Prime,2025-07-29,,200000,33.44
68170,51,Male,Non-Prime,2023-12-15,,186000,28.63
19069,52,Male,Prime,2024-07-10,,165000,34.24
23858,22,Male,Prime,2023-03-04,,229000,34.07
99479,38,Male,Non-Prime,,,,
74109,56,Male,Prime,2024-07-03,,243000,34.36
43888,30,Male,Prime,2024-10-28,,296000,34.8
55274,31,Male,Prime,2025-10-22,,261000,34.21
93412,25,Male,Non-Prime,2023-07-30,,272000,28.79
55816,20,Male,Prime,,,,
54030,20,Male,Non-Prime,2022-05-02,,165000,28.53
20483,19,Male,Prime,2025-12-20,,203000,31.82
45805,45,Male,Prime,2022-06-10,,109000,31.71
71155,44,Male,Prime,,,,
17332,43,Male,Prime,2024-07-31,,129000,34.79
21965,31,Female,Prime,2025-03-28,,281000,29.82
62059,45,Male,Prime,2025-05-05,,117000,32.08
46361,58,Male,Prime,2025-01-03,2025-09-28,265000,31.25
28828,59,Male,Prime,2025-04-13,,130000,31.83
66499,57,Female,Non-Prime,,,,
93118,23,Female,Prime,2023-11-10,2025-05-01,244000,34.4
18966,22,Female,Prime,2022-08-22,,156000,34.27
62604,44,Male,Prime,2023-11-15,,243000,28.86
61190,32,Male,Prime,2024-01-20,,211000,30.42
86283,37,Male,Prime,2026-02-19,,122000,33.27
19892,30,Male,Non-Prime,2025-06-09,,286000,32.79
75589,21,Male,Non-Prime,2022-04-18,,190000,32.42
41054,18,Male,Prime,2024-04-27,,247000,34.96
81407,41,Female,Non-Prime,2022-05-02,,200000,30.36
75598,26,Female,Prime,2025-07-21,,221000,31.61
57008,38,Male,Non-Prime,2023-08-29,,161000,34.85
89398,33,Male,Prime,2022-11-08,,140000,32.87
43407,54,Male,Prime,2024-03-26,,209000,32.54
24811,40,Male,Non-Prime,2022-09-15,,188000,29.08
30412,20,Male,Prime,2025-05-02,,178000,29.73
41479,41,Male,Prime,2024-08-19,,235000,30.64
22310,56,Male,Non-Prime,2026-05-27,,238000,31.25
57787,21,Male,Non-Prime,2023-01-01,,109000,31.48
48155,59,Female,Non-Prime,2024-01-16,,168000,34.31
22448,40,Male,Prime,2023-04-18,,182000,28.75
38761,22,Female,Prime,2023-10-16,,119000,29.74
27583,32,Male,Non-Prime,,,,
34006,25,Male,Prime,2025-06-28,,110000,33.15
72706,38,Female,Prime,2022-09-10,,299000,34.79
75753,42,Male,Prime,,,,
48303,55,Male,Non-Prime,2025-10-24,2026-02-03,117000,33.06
58764,60,Male,Prime,2024-06-13,,104000,28.15
97168,18,Male,Prime,2021-09-09,,244000,30.43
92265,54,Female,Prime,2024-07-04,,188000,34.05
79364,42,Male,Prime,2022-01-19,2023-10-31,257000,32.57
58299,27,Male,Prime,,,,
94065,53,Male,Prime,,,,
29176,21,Male,Non-Prime,2023-03-17,2024-05-29,137000,28.62
77529,36,Male,Prime,,,,
31926,46,Male,Prime,2024-12-21,,291000,34.31
96728,20,Male,Prime,2024-06-09,2024-07-29,216000,28.27
73812,39,Male,Non-Prime,2022-11-16,2024-01-21,236000,32.3
87964,20,Male,Prime,2023-04-24,,167000,29.63
23158,30,Male,Prime,2023-06-13,,176000,34.93
10102,36,Male,Prime,2025-12-21,,247000,28.46
64047,35,Male,Prime,2024-12-13,,286000,32.32
86665,50,Male,Non-Prime,2021-09-10,2024-01-17,226000,29.79
57513,31,Female,Non-Prime,2024-10-20,2025-09-03,258000,34.18
47482,33,Male,Prime,2024-07-30,,134000,28.85
32775,41,Female,Non-Prime,2023-04-13,,142000,31
87731,43,Male,Non-Prime,,,,
35341,19,Male,Non-Prime,2022-10-02,,135000,33.6
58932,44,Male,Prime,2022-09-17,,227000,30.46
17290,43,Male,Prime,,,,
69543,45,Male,Non-Prime,2022-05-04,,258000,33.08
92866,22,Female,Non-Prime,,,,
89746,49,Female,Non-Prime,2024-04-30,,193000,31.24
76660,42,Male,Non-Prime,2022-03-17,,136000,30.65
83428,28,Male,Non-Prime,,,,
76373,20,Male,Prime,2023-07-28,,299000,32.56
66314,56,Male,Prime,2026-01-15,2026-03-10,225000,32.63
35140,18,Female,Prime,2023-05-10,,107000,29.93
67625,55,Male,Prime,2025-07-10,,103000,34.59
86410,43,Male,Non-Prime,2024-02-24,,164000,29.49
40912,47,Male,Prime,2026-03-13,,139000,30.62
77610,28,Male,Prime,2025-11-19,,263000,29.99
19928,46,Male,Prime,2023-06-19,,269000,34.52
72494,60,Male,Non-Prime,2024-01-22,,152000,33.8
89381,23,Male,Prime,2024-12-07,,165000,33.68
